Array;Source Name;Cell_line;ClustGroup
5500994158987071513202_H10.cel;J132_EPH10P4_MKN7_Stomach_924250;MKN7;2
5500994158987071513207_H10.cel;J132_EPH10P5_SK-MEL-28_Skin_905954;SK-MEL-28;3
5500994172383112813928_H10.cel;J132_EPH10P6_JEKO-1_Blood_1327765;JEKO-1;8
5500994158987071513201_H10.cel;J132_EPH10P7_OE21_Esophagus_1298359;OE21;1
5500994172383112813930_H10.cel;J132_EPH10P8_NCI-H1975_Lung:NSCLC_924244;NCI-H1975;2
5500994172948120113978_H10.cel;J132_EPH10P9_SK-GT-4_Esophagus_1503365;SK-GT-4;1
5500994157493061613625_H11.cel;J132_EPH11P1_H2804_Lung_1240136;H2804;4
5500994158987071513209_H11.cel;J132_EPH11P2_EFO-27_Ovary_906852;EFO-27;2
5500994172383112813929_H11.cel;J132_EPH11P3_HuH-7_Liver_907071;HuH-7;6
5500994158987071513202_H11.cel;J132_EPH11P4_Mo-T_Blood_908149;Mo-T;8
5500994158987071513207_H11.cel;J132_EPH11P5_SU-DHL-1_Blood_909742;SU-DHL-1;8
5500994172383112813928_H11.cel;J132_EPH11P6_JHU-022_Head & Neck_1240162;JHU-022;2
5500994158987071513201_H11.cel;J132_EPH11P7_OS-RC-2_Kidney_909250;OS-RC-2;4
5500994172383112813930_H11.cel;J132_EPH11P8_SW982_Misc_909759;SW982;4
5500994172948120113978_H11.cel;J132_EPH11P9_RWPE2-W99_Prostate_1331028;RWPE2-W99;1
5500994158987071513209_H12.cel;J132_EPH12P2_EW-1_Bone_949163;EW-1;5
5500994172383112813929_H12.cel;J132_EPH12P3_HT-3_Cervix_907068;HT-3;1
5500994158987071513202_H12.cel;J132_EPH12P4_MEC-1_Blood_1330943;MEC-1;8
5500994158987071513207_H12.cel;J132_EPH12P5_T84_Intestine_909761;T84;2
5500994172383112813928_H12.cel;J132_EPH12P6_I-9-2_Blood_1327761;I-9-2;7
5500994158987071513201_H12.cel;J132_EPH12P7_NCI-H187_Lung_688007;NCI-H187;6
5500994172383112813930_H12.cel;J132_EPH12P8_SF126_CNS_909712;SF126;4
5500994175999120813240_A01.cel;J154_EPA01P11_SNG-M_endometrium_909735;SNG-M;2
5500994175999120813240_A08.cel;J154_EPA01P12_NCI-H1770_lung_687804;NCI-H1770;6
5500994175999120813240_A02.cel;J154_EPA02P11_NB6_autonomic_ganglia_949173;NB6;5
5500994175999120813240_A09.cel;J154_EPA02P12_RCC-JF_kidney_1524415;RCC-JF;4
5500994175999120813240_A10.cel;J154_EPA03P12_NCI-H446_lung_688023;NCI-H446;5
5500994175999120813240_A04.cel;J154_EPA04P11_JVM-2_haematopoietic_and_lymphoid_tissue_907269;JVM-2;8
5500994175999120813240_A11.cel;J154_EPA04P12_TK10_kidney_905980;TK10;4
5500994175999120813240_A05.cel;J154_EPA05P11_TK_haematopoietic_and_lymphoid_tissue_1331045;TK;8
5500994175999120813240_A06.cel;J154_EPA06P11_DBTRG-05MG_central_nervous_system_906835;DBTRG-05MG;4
5500994175999120813240_A07.cel;J154_EPA07P11_KP-N-YN_autonomic_ganglia_907314;KP-N-YN;5
5500994173603120813304_A10.cel;J154_EPA08P11_KARPAS-45_haematopoietic_and_lymphoid_tissue_907272;KARPAS-45;7
5500994173603120813304_A11.cel;J154_EPA09P11_PA-TU-8902_pancreas_1298526;PA-TU-8902;2
5500994173603120813304_A12.cel;J154_EPA10P11_ES6_bone_949157;ES6;5
5500994175999120813240_B01.cel;J154_EPB01P11_L-428_haematopoietic_and_lymphoid_tissue_907322;L-428;8
5500994175999120813240_B08.cel;J154_EPB01P12_OCI-AML3_haematopoietic_and_lymphoid_tissue_1290455;OCI-AML3;7
5500994175999120813240_B02.cel;J154_EPB02P11_Daudi_haematopoietic_and_lymphoid_tissue_906831;Daudi;8
5500994175999120813240_B09.cel;J154_EPB02P12_HCC38_breast_749717;HCC38;2
5500994175999120813240_B03.cel;J154_EPB03P11_CW-2_large_intestine_910554;CW-2;2
5500994175999120813240_B10.cel;J154_EPB03P12_RL95-2_endometrium_930082;RL95-2;2
5500994175999120813240_B04.cel;J154_EPB04P11_GDM-1_haematopoietic_and_lymphoid_tissue_906870;GDM-1;7
5500994175999120813240_B11.cel;J154_EPB04P12_NCI-H2087_lung_724834;NCI-H2087;2
5500994175999120813240_B05.cel;J154_EPB05P11_KYSE-220_Esophagus_1240167;KYSE-220;2
5500994175999120813240_B06.cel;J154_EPB06P11_MDA-MB-436_breast_1240172;MDA-MB-436;2
5500994175999120813240_B07.cel;J154_EPB07P11_MOLM-16_haematopoietic_and_lymphoid_tissue_1330948;MOLM-16;7
5500994173603120813304_B10.cel;J154_EPB08P11_GA-10-Clone-4_haematopoietic_and_lymphoid_tissue_906867;GA-10-Clone-4;8
5500994173603120813304_B11.cel;J154_EPB09P11_HO-1-u-1_upper_aerodigestive_tract_753561;HO-1-u-1;1
5500994173603120813304_B12.cel;J154_EPB10P11_M00921_Skin_1723793;M00921;3
5500994175999120813240_C01.cel;J154_EPC01P11_D-423MG_central_nervous_system_946372;D-423MG;4
5500994175999120813240_C08.cel;J154_EPC01P12_CAL-62_thyroid_906828;CAL-62;2
5500994175999120813240_C02.cel;J154_EPC02P11_8505C_thyroid_924102;8505C;4
5500994175999120813240_C09.cel;J154_EPC02P12_SW626_ovary_909753;SW626;2
5500994175999120813240_C03.cel;J154_EPC03P11_JM1_haematopoietic_and_lymphoid_tissue_1327768;JM1;8
5500994175999120813240_C10.cel;J154_EPC03P12_TASK1_other_1299067;TASK1;5
5500994175999120813240_C04.cel;J154_EPC04P11_CML-T1_haematopoietic_and_lymphoid_tissue_910951;CML-T1;7
5500994175999120813240_C11.cel;J154_EPC04P12_DMS-273_lung_687985;DMS-273;5
5500994175999120813240_C05.cel;J154_EPC05P11_M059J_central_nervous_system_949094;M059J;4
5500994175999120813240_C06.cel;J154_EPC06P11_CHSA0108_bone_1290768;CHSA0108;4
5500994175999120813240_C07.cel;J154_EPC07P11_CL-34_large_intestine_1290771;CL-34;2
5500994173603120813304_C10.cel;J154_EPC08P11_SNU-C1_large_intestine_910905;SNU-C1;2
5500994173603120813304_C11.cel;J154_EPC09P11_NB1_autonomic_ganglia_949179;NB1;5
5500994173603120813304_C12.cel;J154_EPC10P11_SCC90_upper_aerodigestive_tract_1299052;SCC90;2
5500994175999120813240_D01.cel;J154_EPD01P11_HCC1599_breast_749713;HCC1599;6
5500994175999120813240_D08.cel;J154_EPD01P12_TE-4_Esophagus_1503371;TE-4;2
5500994175999120813240_D02.cel;J154_EPD02P11_Hey_ovary_1479988;Hey;4
5500994175999120813240_D09.cel;J154_EPD02P12_TGBC1TKB_biliary_tract_909769;TGBC1TKB;2
5500994175999120813240_D03.cel;J154_EPD03P11_MSTO-211H_pleura_908152;MSTO-211H;4
5500994175999120813240_D10.cel;J154_EPD03P12_NOS-1_bone_925345;NOS-1;5
5500994175999120813240_D04.cel;J154_EPD04P11_RCH-ACV_haematopoietic_and_lymphoid_tissue_1330994;RCH-ACV;7
5500994175999120813240_D11.cel;J154_EPD04P12_SJSA-1_bone_909717;SJSA-1;4
5500994175999120813240_D05.cel;J154_EPD05P11_SU-DHL-16_haematopoietic_and_lymphoid_tissue_1331034;SU-DHL-16;8
5500994175999120813240_D06.cel;J154_EPD06P11_GRANTA-519_haematopoietic_and_lymphoid_tissue_1303897;GRANTA-519;8
5500994175999120813240_D07.cel;J154_EPD07P11_K2_skin_1298160;K2;3
5500994173603120813304_D10.cel;J154_EPD08P11_KG-1_haematopoietic_and_lymphoid_tissue_907278;KG-1;7
5500994173603120813304_D11.cel;J154_EPD09P11_K-562_haematopoietic_and_lymphoid_tissue_905940;K-562;7
5500994173603120813304_D12.cel;J154_EPD10P11_NCI-H292_lung_753604;NCI-H292;2
5500994175999120813240_E01.cel;J154_EPE01P11_MN-60_haematopoietic_and_lymphoid_tissue_908143;MN-60;8
5500994175999120813240_E08.cel;J154_EPE01P12_DOV13_ovary_1479987;DOV13;4
5500994175999120813240_E02.cel;J154_EPE02P11_KM12_large_intestine_905989;KM12;2
5500994175999120813240_E09.cel;J154_EPE02P12_NCI-H720_lung_687600;NCI-H720;6
5500994175999120813240_E03.cel;J154_EPE03P11_NCC010_Kidney_1509073;NCC010;4
5500994175999120813240_E10.cel;J154_EPE03P12_VMRC-RCZ_kidney_909781;VMRC-RCZ;4
5500994175999120813240_E11.cel;J154_EPE04P12_NCI-H345_lung_688021;NCI-H345;6
5500994175999120813240_E05.cel;J154_EPE05P11_KARPAS-1106P_haematopoietic_and_lymphoid_tissue_1327773;KARPAS-1106P;8
5500994175999120813240_E06.cel;J154_EPE06P11_LB771-HNC_upper_aerodigestive_tract_753583;LB771-HNC;2
5500994175999120813240_E07.cel;J154_EPE07P11_CP50-MEL-B_skin_753545;CP50-MEL-B;3
5500994173603120813304_E10.cel;J154_EPE08P11_PANC-04-03_pancreas_1298476;PANC-04-03;2
5500994173603120813304_E12.cel;J154_EPE10P11_C-4-I_cervix_687506;C-4-I;2
5500994175999120813240_F01.cel;J154_EPF01P11_LB1047-RCC_kidney_753577;LB1047-RCC;4
5500994175999120813240_F08.cel;J154_EPF01P12_Hs-445_haematopoietic_and_lymphoid_tissue_1322218;Hs-445;8
5500994175999120813240_F02.cel;J154_EPF02P11_KU-19-19_urinary_tract_907312;KU-19-19;2
5500994175999120813240_F09.cel;J154_EPF02P12_NCI-H1876_lung_1330972;NCI-H1876;6
5500994175999120813240_F03.cel;J154_EPF03P11_ACN_autonomic_ganglia_906803;ACN;3
5500994175999120813240_F10.cel;J154_EPF03P12_U-2-OS_bone_909776;U-2-OS;2
5500994175999120813240_F04.cel;J154_EPF04P11_OV-56_ovary_1480362;OV-56;4
5500994175999120813240_F11.cel;J154_EPF04P12_NCI-H2122_lung_722046;NCI-H2122;2
5500994175999120813240_F05.cel;J154_EPF05P11_OVTOKO_ovary_1298365;OVTOKO;2
5500994175999120813240_F06.cel;J154_EPF06P11_FLO-1_Esophagus_1503361;FLO-1;2
5500994175999120813240_F07.cel;J154_EPF07P11_KMS-11_pleural effusion_1659817;KMS-11;8
5500994173603120813304_F10.cel;J154_EPF08P11_ESS-1_endometrium_907000;ESS-1;4
5500994173603120813304_F11.cel;J154_EPF09P11_TC-71_bone_1240221;TC-71;5
5500994173603120813304_F12.cel;J154_EPF10P11_KP-2_pancreas_1298218;KP-2;2
5500994175999120813240_G01.cel;J154_EPG01P11_OCI-LY7_haematopoietic_and_lymphoid_tissue_1659819;OCI-LY7;8
5500994175999120813240_G08.cel;J154_EPG01P12_NCI-H226_pleura_905941;NCI-H226;4
5500994175999120813240_G02.cel;J154_EPG02P11_COLO-829_skin_687448;COLO-829;3
5500994175999120813240_G09.cel;J154_EPG02P12_SU8686_pancreas_1240218;SU8686;2
5500994175999120813240_G03.cel;J154_EPG03P11_MFE-296_endometrium_908130;MFE-296;5
5500994175999120813240_G10.cel;J154_EPG03P12_SW1271_lung_1299062;SW1271;2
5500994175999120813240_G04.cel;J154_EPG04P11_D-566MG_central_nervous_system_946377;D-566MG;4
5500994175999120813240_G11.cel;J154_EPG04P12_KM-H2_haematopoietic_and_lymphoid_tissue_909976;KM-H2;8
5500994175999120813240_G05.cel;J154_EPG05P11_JHU-028_upper_aerodigestive_tract_1298154;JHU-028;2
5500994175999120813240_G06.cel;J154_EPG06P11_K5_thyroid_924238;K5;4
5500994175999120813240_G07.cel;J154_EPG07P11_LC-1-sq_lung_1298223;LC-1-sq;2
5500994173603120813304_G10.cel;J154_EPG08P11_HCC1395_0_749712;HCC1395;4
5500994173603120813304_G11.cel;J154_EPG09P11_M980513_Skin_1723794;M980513;3
5500994173603120813304_G12.cel;J154_EPG10P11_JHU-029_upper_aerodigestive_tract_1298156;JHU-029;1
5500994175999120813240_H01.cel;J154_EPH01P11_NCI-H716_large_intestine_908458;NCI-H716;5
5500994175999120813240_H08.cel;J154_EPH01P12_PEO1_ovary_1480372;PEO1;2
5500994175999120813240_H02.cel;J154_EPH02P11_LB831-BLC_urinary_tract_753584;LB831-BLC;4
5500994175999120813240_H09.cel;J154_EPH02P12_PL4_pancreas_1298533;PL4;2
5500994175999120813240_H03.cel;J154_EPH03P11_HC-1_haematopoietic_and_lymphoid_tissue_907044;HC-1;8
5500994175999120813240_H10.cel;J154_EPH03P12_TT_thyroid_930299;TT;6
5500994175999120813240_H04.cel;J154_EPH04P11_JURKAT_haematopoietic_and_lymphoid_tissue_998184;JURKAT;7
5500994175999120813240_H11.cel;J154_EPH04P12_SK-MEL-28_skin_905954;SK-MEL-28;3
5500994175999120813240_H05.cel;J154_EPH05P11_MOG-G-UVW_central_nervous_system_908145;MOG-G-UVW;4
5500994175999120813240_H06.cel;J154_EPH06P11_MET-2B_Skin_1659787;MET-2B;4
5500994175999120813240_H07.cel;J154_EPH07P11_JIMT-1_breast_1298157;JIMT-1;2
5500994173603120813304_H10.cel;J154_EPH08P11_HSC-2_upper_aerodigestive_tract_753562;HSC-2;1
5500994173603120813304_H12.cel;J154_EPH10P11_LB996-RCC_kidney_753585;LB996-RCC;4
5500994158987071513202_A11.cel;J132_EPA11P4_MFE-319_Uterus_1240174;MFE-319;2
5500994158987071513202_B01.cel;J132_EPB01P4_KLE_Uterus_924187;KLE;2
5500994158987071513202_B12.cel;J132_EPB12P4_MES-SA_Uterus_908127;MES-SA;5
5500994158987071513202_D11.cel;J132_EPD11P4_MFE-280_Uterus_908129;MFE-280;2
5500994158987071513209_D03.cel;J132_EPD03P2_AN3-CA_Uterus_910781;AN3-CA;5
5500994158987071513209_D12.cel;J132_EPD12P2_EN_Uterus_1240127;EN;5
5500994172383112813928_A11.cel;J132_EPA11P6_JEG-3_Uterus_907176;JEG-3;6
5500994172383112813928_C09.cel;J132_EPC09P6_SW954_Vulva_924247;SW954;1
5500994172383112813928_D09.cel;J132_EPD09P6_SW962_Vulva_909758;SW962;4
5500994172383112813928_F03.cel;J132_EPF03P6_SKN_Uterus_1240215;SKN;4
5500994172383112813929_C09.cel;J132_EPC09P3_HEC-1_Uterus_907051;HEC-1;2
5500994172383112813929_F04.cel;J132_EPF04P3_COLO-684_Uterus_910691;COLO-684;6
5500994172948120113978_C08.cel;J132_EPC08P9_Ishikawa_Uterus_1298150;Ishikawa;2
5500994172948120113978_E05.cel;J132_EPE05P9_DIFI_Intestine_11223344;DIFI;2
5500994173603120813304_E11.cel;J154_EPE09P11_LNCaP-Clone-FGC_prostate_907788;LNCaP-Clone-FGC;6
5500994173603120813304_H11.cel;J154_EPH09P11_STS-0421_soft_tissue_1299061;STS-0421;4
5500994175999120813240_A03.cel;J154_EPA03P11_Ishikawa_Heraklio_02ER-_Uterus_1240156;Ishikawa_Heraklio_02ER-;2
5500994175999120813240_E04.cel;J154_EPE04P11_22RV1_prostate_924100;22RV1;6
5500994157493061613625_A01.cel;J132_EPA01P1_CAL-120_Breast_906826;CAL-120;4
