Array;ClustGroup;Cell_line;Tissue;Tissue sub-type;Cell_line_Tissue;TCGA
5500994158987071513207_F09.cel;3;SK-MEL-5;skin;melanoma;SK-MEL-5_Skin_905956;SKCM
5500994157493061613625_G02.cel;3;UACC-257;skin;melanoma;UACC-257_Skin_905977;SKCM
5500994157493061613625_G02.cel;3;UACC-257;skin;melanoma;UACC-257_Skin_905977;SKCM
5500994157493061613625_F05.cel;3;UACC-62;skin;melanoma;UACC-62_Skin_905976;SKCM
5500994157493061613625_F05.cel;3;UACC-62;skin;melanoma;UACC-62_Skin_905976;SKCM
5500994158987071513207_C05.cel;3;WM278;skin;melanoma;WM278_Skin_1240226;SKCM
5500994158987071513207_C05.cel;3;WM278;skin;melanoma;WM278_Skin_1240226;SKCM
5500994158987071513207_E05.cel;3;WM35;skin;melanoma;WM35_Skin_1299080;SKCM
5500994158987071513207_E05.cel;3;WM35;skin;melanoma;WM35_Skin_1299080;SKCM
5500994158987071513209_C01.cel;4;42-MG-BA;nervous_system;glioma;42-MG-BA_Brain_687561;GBM
5500994158987071513209_C01.cel;4;42-MG-BA;nervous_system;glioma;42-MG-BA_Brain_687561;GBM
5500994158987071513209_E01.cel;4;769-P;kidney;kidney;769-P_Kidney_910922;KIRC
5500994158987071513209_E01.cel;4;769-P;kidney;kidney;769-P_Kidney_910922;KIRC
5500994173212120213068_F03.cel;4;8-MG-BA;nervous_system;glioma;8-MG-BA_CNS_687562;GBM
5500994173212120213068_F03.cel;4;8-MG-BA;nervous_system;glioma;8-MG-BA_CNS_687562;GBM
5500994158987071513209_F01.cel;4;8305C;thyroid;thyroid;8305C_Thyroid_906795;THCA
5500994158987071513209_F01.cel;4;8305C;thyroid;thyroid;8305C_Thyroid_906795;THCA
5500994175999120813240_C02.cel;4;8505C;thyroid;thyroid;8505C_thyroid_924102;THCA
5500994175999120813240_C02.cel;4;8505C;thyroid;thyroid;8505C_thyroid_924102;THCA
5500994158987071513209_H01.cel;4;A172;nervous_system;glioma;A172_Brain_687563;GBM
5500994158987071513209_H01.cel;4;A172;nervous_system;glioma;A172_Brain_687563;GBM
5500994172383112813929_E02.cel;4;A498;kidney;kidney;A498_Kidney_905948;KIRC
5500994172383112813929_E02.cel;4;A498;kidney;kidney;A498_Kidney_905948;KIRC
5500994173212120213068_D09.cel;4;A704;kidney;kidney;A704_Kidney_910920;KIRC
5500994173212120213068_D09.cel;4;A704;kidney;kidney;A704_Kidney_910920;KIRC
5500994158987071513209_B03.cel;4;ACHN;kidney;kidney;ACHN_Kidney_905950;KIRC
5500994158987071513209_B03.cel;4;ACHN;kidney;kidney;ACHN_Kidney_905950;KIRC
5500994158987071513209_C03.cel;4;AM-38;nervous_system;glioma;AM-38_CNS_910933;GBM
5500994158987071513209_C03.cel;4;AM-38;nervous_system;glioma;AM-38_CNS_910933;GBM
5500994172383112813929_A03.cel;4;ASH-3;thyroid;thyroid;ASH-3_Thyroid_1290722;THCA
5500994172383112813929_A03.cel;4;ASH-3;thyroid;thyroid;ASH-3_Thyroid_1290722;THCA
5500994172383112813929_D03.cel;4;BB49-HNC;aero_digestive_tract;head_and_neck;BB49-HNC_H&N_753532;HNSC
5500994172383112813929_D03.cel;4;BB49-HNC;aero_digestive_tract;head_and_neck;BB49-HNC_H&N_753532;HNSC
5500994172383112813929_E03.cel;4;BB65-RCC;kidney;kidney;BB65-RCC_Kidney_753533;KIRC
5500994158987071513209_E04.cel;4;BFTC-909;kidney;kidney;BFTC-909_Kidney_910698;KIRC
5500994158987071513209_E04.cel;4;BFTC-909;kidney;kidney;BFTC-909_Kidney_910698;KIRC
5500994158987071513209_B05.cel;4;BHT-101;thyroid;thyroid;BHT-101_Thyroid_906696;THCA
5500994158987071513209_B05.cel;4;BHT-101;thyroid;thyroid;BHT-101_Thyroid_906696;THCA
5500994172948120113978_E11.cel;4;BICR10;aero_digestive_tract;head_and_neck;BICR10_Head & Neck_1290724;HNSC
5500994172948120113978_E11.cel;4;BICR10;aero_digestive_tract;head_and_neck;BICR10_Head & Neck_1290724;HNSC
5500994158987071513209_C05.cel;4;BT-549;breast;breast;BT-549_Breast_905951;BRCA
5500994158987071513209_C05.cel;4;BT-549;breast;breast;BT-549_Breast_905951;BRCA
5500994158987071513209_B06.cel;4;CAKI-1;kidney;kidney;CAKI-1_Kidney_905963;KIRC
5500994157493061613625_A01.cel;4;CAL-120;breast;breast;CAL-120_Breast_906826;BRCA
5500994157493061613625_A01.cel;4;CAL-120;breast;breast;CAL-120_Breast_906826;BRCA
5500994157493061613625_E06.cel;4;CAL-54;kidney;kidney;CAL-54_Kidney_910952;KIRC
5500994157493061613625_E06.cel;4;CAL-54;kidney;kidney;CAL-54_Kidney_910952;KIRC
5500994158987071513209_H07.cel;4;CAL-72;bone;osteosarcoma;CAL-72_Bone_906827;UNCLASSIFIED
5500994158987071513209_H07.cel;4;CAL-72;bone;osteosarcoma;CAL-72_Bone_906827;UNCLASSIFIED
5500994158987071513209_B08.cel;4;CAL-78;bone;chondrosarcoma;CAL-78_Bone_1290765;UNCLASSIFIED
5500994158987071513209_B08.cel;4;CAL-78;bone;chondrosarcoma;CAL-78_Bone_1290765;UNCLASSIFIED
5500994158987071513209_C06.cel;4;CAS-1;nervous_system;glioma;CAS-1_CNS_910943;GBM
5500994158987071513209_C06.cel;4;CAS-1;nervous_system;glioma;CAS-1_CNS_910943;GBM
5500994172948120113978_A05.cel;4;CCF-STTG1;nervous_system;glioma;CCF-STTG1_central_nervous_system_906823;GBM
5500994172383112813929_G04.cel;4;CGTH-W-1;thyroid;thyroid;CGTH-W-1_Thyroid_910568;THCA
5500994172383112813929_G04.cel;4;CGTH-W-1;thyroid;thyroid;CGTH-W-1_Thyroid_910568;THCA
5500994172948120113978_C06.cel;4;CHSA0011;bone;chondrosarcoma;CHSA0011_Bone_1290767;UNCLASSIFIED
5500994175999120813240_C06.cel;4;CHSA0108;bone;chondrosarcoma;CHSA0108_bone_1290768;UNCLASSIFIED
5500994172948120113978_D04.cel;4;CHSA8926;bone;chondrosarcoma;CHSA8926_0_1303912;UNCLASSIFIED
5500994172948120113978_D04.cel;4;CHSA8926;bone;chondrosarcoma;CHSA8926_0_1303912;UNCLASSIFIED
5500994173212120213068_B06.cel;4;CS1;bone;bone_other;CS1_Bone_1290795;UNCLASSIFIED
5500994173212120213068_B06.cel;4;CS1;bone;bone_other;CS1_Bone_1290795;UNCLASSIFIED
5500994172383112813929_D05.cel;4;D-247MG;nervous_system;glioma;D-247MG_CNS_946367;GBM
5500994158987071513209_B10.cel;4;D-263MG;nervous_system;glioma;D-263MG_CNS_946368;GBM
5500994158987071513209_B10.cel;4;D-263MG;nervous_system;glioma;D-263MG_CNS_946368;GBM
5500994172383112813929_C05.cel;4;D-336MG;nervous_system;glioma;D-336MG_CNS_946369;LGG
5500994172383112813929_A06.cel;4;D-392MG;nervous_system;glioma;D-392MG_CNS_946370;GBM
5500994172383112813929_A06.cel;4;D-392MG;nervous_system;glioma;D-392MG_CNS_946370;GBM
5500994175999120813240_C01.cel;4;D-423MG;nervous_system;glioma;D-423MG_central_nervous_system_946372;GBM
5500994158987071513209_D10.cel;4;D-502MG;nervous_system;glioma;D-502MG_CNS_946373;LGG
5500994172383112813929_E05.cel;4;D-542MG;nervous_system;glioma;D-542MG_CNS_753549;GBM
5500994175999120813240_G04.cel;4;D-566MG;nervous_system;glioma;D-566MG_central_nervous_system_946377;GBM
5500994175999120813240_A06.cel;4;DBTRG-05MG;nervous_system;glioma;DBTRG-05MG_central_nervous_system_906835;GBM
5500994175999120813240_A06.cel;4;DBTRG-05MG;nervous_system;glioma;DBTRG-05MG_central_nervous_system_906835;GBM
5500994158987071513209_A11.cel;4;DK-MG;nervous_system;glioma;DK-MG_Brain_906839;GBM
5500994158987071513209_A11.cel;4;DK-MG;nervous_system;glioma;DK-MG_Brain_906839;GBM
5500994175999120813240_E08.cel;4;DOV13;urogenital_system;ovary;DOV13_ovary_1479987;OV
5500994175999120813240_E08.cel;4;DOV13;urogenital_system;ovary;DOV13_ovary_1479987;OV
5500994158987071513209_E10.cel;4;Daoy;nervous_system;medulloblastoma;Daoy_Brain_906833;MB
5500994158987071513209_E10.cel;4;Daoy;nervous_system;medulloblastoma;Daoy_Brain_906833;MB
5500994158987071513209_E12.cel;4;ES-2;urogenital_system;ovary;ES-2_Ovary_1240128;UNCLASSIFIED
5500994158987071513209_E12.cel;4;ES-2;urogenital_system;ovary;ES-2_Ovary_1240128;UNCLASSIFIED
5500994173603120813304_F10.cel;4;ESS-1;urogenital_system;endometrium;ESS-1_endometrium_907000;UNCLASSIFIED
5500994173603120813304_F10.cel;4;ESS-1;urogenital_system;endometrium;ESS-1_endometrium_907000;UNCLASSIFIED
5500994173212120213068_A06.cel;4;FTC-133;thyroid;thyroid;FTC-133_Thyroid_906864;THCA
5500994173212120213068_A06.cel;4;FTC-133;thyroid;thyroid;FTC-133_Thyroid_906864;THCA
5500994158987071513202_F08.cel;4;FU-OV-1;urogenital_system;ovary;FU-OV-1_Ovary_1240129;OV
5500994158987071513202_F08.cel;4;FU-OV-1;urogenital_system;ovary;FU-OV-1_Ovary_1240129;OV
5500994158987071513202_F10.cel;4;G-292-Clone-A141B1;bone;osteosarcoma;G-292-Clone-A141B1_Bone_1290807;UNCLASSIFIED
5500994158987071513202_F10.cel;4;G-292-Clone-A141B1;bone;osteosarcoma;G-292-Clone-A141B1_Bone_1290807;UNCLASSIFIED
5500994158987071513202_H08.cel;4;GB-1;nervous_system;glioma;GB-1_CNS_687568;GBM
5500994158987071513202_H08.cel;4;GB-1;nervous_system;glioma;GB-1_CNS_687568;GBM
5500994158987071513202_D09.cel;4;GCT;soft_tissue;soft_tissue_other;GCT_Miscellaneous_906999;UNCLASSIFIED
5500994158987071513202_D09.cel;4;GCT;soft_tissue;soft_tissue_other;GCT_Miscellaneous_906999;UNCLASSIFIED
5500994158987071513202_C10.cel;4;GI-1;nervous_system;glioma;GI-1_CNS_906871;LGG
5500994158987071513202_C10.cel;4;GI-1;nervous_system;glioma;GI-1_CNS_906871;LGG
5500994158987071513202_D10.cel;4;GI-ME-N;nervous_system;neuroblastoma;GI-ME-N_PNS_906872;NB
5500994158987071513202_D10.cel;4;GI-ME-N;nervous_system;neuroblastoma;GI-ME-N_PNS_906872;NB
5500994158987071513202_A10.cel;4;GMS-10;nervous_system;glioma;GMS-10_Brain_906873;GBM
5500994158987071513202_A10.cel;4;GMS-10;nervous_system;glioma;GMS-10_Brain_906873;GBM
5500994172383112813928_E07.cel;4;H4;nervous_system;glioma;H4_Brain_907042;LGG
5500994172383112813928_E07.cel;4;H4;nervous_system;glioma;H4_Brain_907042;LGG
5500994172383112813928_D07.cel;4;HA7-RCC;kidney;kidney;HA7-RCC_Kidney_753558;KIRC
5500994172383112813928_D07.cel;4;HA7-RCC;kidney;kidney;HA7-RCC_Kidney_753558;KIRC
5500994172948120113978_C03.cel;4;HCC-366;lung;lung_NSCLC_not_specified;HCC-366_Lung_1240144;UNCLASSIFIED
5500994172948120113978_C03.cel;4;HCC-366;lung;lung_NSCLC_not_specified;HCC-366_Lung_1240144;UNCLASSIFIED
5500994173603120813304_G10.cel;4;HCC1395;breast;breast;HCC1395_0_749712;BRCA
5500994173603120813304_G10.cel;4;HCC1395;breast;breast;HCC1395_0_749712;BRCA
5500994172383112813928_G07.cel;4;HOP-62;lung;lung_NSCLC_adenocarcinoma;HOP-62_Lung_905972;LUAD
5500994172383112813928_G07.cel;4;HOP-62;lung;lung_NSCLC_adenocarcinoma;HOP-62_Lung_905972;LUAD
5500994172383112813928_A10.cel;4;HOP-92;lung;lung_NSCLC_large_cell;HOP-92_Lung:NSCLC_905973;UNCLASSIFIED
5500994172383112813928_A10.cel;4;HOP-92;lung;lung_NSCLC_large_cell;HOP-92_Lung:NSCLC_905973;UNCLASSIFIED
5500994157493061613625_D03.cel;4;HOS;bone;osteosarcoma;HOS_Bone_907060;UNCLASSIFIED
5500994157493061613625_D03.cel;4;HOS;bone;osteosarcoma;HOS_Bone_907060;UNCLASSIFIED
5500994172383112813928_C08.cel;4;HT-1080;soft_tissue;fibrosarcoma;HT-1080_Miscellaneous_907064;UNCLASSIFIED
5500994172383112813928_C08.cel;4;HT-1080;soft_tissue;fibrosarcoma;HT-1080_Miscellaneous_907064;UNCLASSIFIED
5500994175999120813240_D02.cel;4;Hey;urogenital_system;ovary;Hey_ovary_1479988;OV
5500994175999120813240_D02.cel;4;Hey;urogenital_system;ovary;Hey_ovary_1479988;OV
5500994172948120113978_A09.cel;4;Hs-578-T;breast;breast;Hs-578-T_breast_905957;BRCA
5500994172948120113978_A09.cel;4;Hs-578-T;breast;breast;Hs-578-T_breast_905957;BRCA
5500994172383112813929_B11.cel;4;Hs-633T;soft_tissue;fibrosarcoma;Hs-633T_Misc_1240149;UNCLASSIFIED
5500994172383112813929_B11.cel;4;Hs-633T;soft_tissue;fibrosarcoma;Hs-633T_Misc_1240149;UNCLASSIFIED
5500994172383112813929_H09.cel;4;Hs-683;nervous_system;glioma;Hs-683_Brain_1240150;LGG
5500994173212120213068_F05.cel;4;Hs-940-T;skin;melanoma;Hs-940-T_Skin_1298145;SKCM
5500994173212120213068_D05.cel;4;HuO-3N1;bone;osteosarcoma;HuO-3N1_Bone_909977;UNCLASSIFIED
5500994173212120213068_D05.cel;4;HuO-3N1;bone;osteosarcoma;HuO-3N1_Bone_909977;UNCLASSIFIED
5500994157493061613625_B10.cel;4;IST-MEL1;skin;melanoma;IST-MEL1_Skin_907172;SKCM
5500994157493061613625_B10.cel;4;IST-MEL1;skin;melanoma;IST-MEL1_Skin_907172;SKCM
5500994157493061613625_C09.cel;4;IST-MES1;lung;mesothelioma;IST-MES1_Lung_907173;MESO
5500994157493061613625_C09.cel;4;IST-MES1;lung;mesothelioma;IST-MES1_Lung_907173;MESO
5500994172383112813928_F10.cel;4;J82;urogenital_system;bladder;J82_Bladder_753566;BLCA
5500994172383112813928_F10.cel;4;J82;urogenital_system;bladder;J82_Bladder_753566;BLCA
5500994172383112813928_A12.cel;4;JHH-2;digestive_system;liver;JHH-2_Liver_1240157;LIHC
5500994172383112813928_A12.cel;4;JHH-2;digestive_system;liver;JHH-2_Liver_1240157;LIHC
5500994172383112813928_B12.cel;4;JHH-4;digestive_system;liver;JHH-4_Liver_1240158;LIHC
5500994172383112813928_B12.cel;4;JHH-4;digestive_system;liver;JHH-4_Liver_1240158;LIHC
5500994175999120813240_G06.cel;4;K5;thyroid;thyroid;K5_thyroid_924238;THCA
5500994175999120813240_G06.cel;4;K5;thyroid;thyroid;K5_thyroid_924238;THCA
5500994158987071513202_G02.cel;4;KALS-1;nervous_system;glioma;KALS-1_CNS_907271;LGG
5500994158987071513202_G02.cel;4;KALS-1;nervous_system;glioma;KALS-1_CNS_907271;LGG
5500994158987071513202_H03.cel;4;KGN;urogenital_system;ovary;KGN_Ovary_924186;UNCLASSIFIED
5500994158987071513202_H03.cel;4;KGN;urogenital_system;ovary;KGN_Ovary_924186;UNCLASSIFIED
5500994158987071513202_A04.cel;4;KINGS-1;nervous_system;glioma;KINGS-1_CNS_907279;LGG
5500994158987071513202_A04.cel;4;KINGS-1;nervous_system;glioma;KINGS-1_CNS_907279;LGG
5500994158987071513202_E03.cel;4;KMRC-1;kidney;kidney;KMRC-1_Kidney_1298168;KIRC
5500994158987071513202_E03.cel;4;KMRC-1;kidney;kidney;KMRC-1_Kidney_1298168;KIRC
5500994158987071513202_F03.cel;4;KMRC-20;kidney;kidney;KMRC-20_Kidney_1298169;KIRC
5500994158987071513202_F03.cel;4;KMRC-20;kidney;kidney;KMRC-20_Kidney_1298169;KIRC
5500994172383112813928_C05.cel;4;KNS-42;nervous_system;glioma;KNS-42_CNS_907282;LGG
5500994158987071513202_G03.cel;4;KNS-81-FD;nervous_system;glioma;KNS-81-FD_CNS_924188;LGG
5500994158987071513202_E02.cel;4;KS-1;nervous_system;glioma;KS-1_CNS_907313;GBM
5500994158987071513202_E02.cel;4;KS-1;nervous_system;glioma;KS-1_CNS_907313;GBM
5500994175999120813240_F01.cel;4;LB1047-RCC;kidney;kidney;LB1047-RCC_kidney_753577;KIRC
5500994158987071513202_F04.cel;4;LB2241-RCC;kidney;kidney;LB2241-RCC_Kidney_753578;KIRC
5500994175999120813240_H02.cel;4;LB831-BLC;urogenital_system;bladder;LB831-BLC_urinary_tract_753584;BLCA
5500994175999120813240_H02.cel;4;LB831-BLC;urogenital_system;bladder;LB831-BLC_urinary_tract_753584;BLCA
5500994173603120813304_H12.cel;4;LB996-RCC;kidney;kidney;LB996-RCC_kidney_753585;KIRC
5500994173603120813304_H12.cel;4;LB996-RCC;kidney;kidney;LB996-RCC_kidney_753585;KIRC
5500994158987071513202_B05.cel;4;LCLC-103H;lung;lung_NSCLC_large_cell;LCLC-103H_Lung:NSCLC_753586;UNCLASSIFIED
5500994158987071513202_B05.cel;4;LCLC-103H;lung;lung_NSCLC_large_cell;LCLC-103H_Lung:NSCLC_753586;UNCLASSIFIED
5500994158987071513202_D07.cel;4;LN-18;nervous_system;glioma;LN-18_Brain_1240168;GBM
5500994158987071513202_D07.cel;4;LN-18;nervous_system;glioma;LN-18_Brain_1240168;GBM
5500994158987071513202_C07.cel;4;LN-229;nervous_system;glioma;LN-229_Brain_1240169;GBM
5500994158987071513202_C07.cel;4;LN-229;nervous_system;glioma;LN-229_Brain_1240169;GBM
5500994158987071513202_B07.cel;4;LN-405;nervous_system;glioma;LN-405_Brain_910694;GBM
5500994158987071513202_B07.cel;4;LN-405;nervous_system;glioma;LN-405_Brain_910694;GBM
5500994158987071513202_E07.cel;4;LNZTA3WT4;nervous_system;glioma;LNZTA3WT4_Brain_1240170;GBM
5500994158987071513202_E07.cel;4;LNZTA3WT4;nervous_system;glioma;LNZTA3WT4_Brain_1240170;GBM
5500994158987071513202_A08.cel;4;LOU-NH91;lung;lung_NSCLC_squamous_cell_carcinoma;LOU-NH91_Lung:NSCLC_1298226;LUSC
5500994158987071513202_A08.cel;4;LOU-NH91;lung;lung_NSCLC_squamous_cell_carcinoma;LOU-NH91_Lung:NSCLC_1298226;LUSC
5500994158987071513202_D06.cel;4;LXF-289;lung;lung_NSCLC_adenocarcinoma;LXF-289_Lung_753592;LUAD
5500994158987071513202_D06.cel;4;LXF-289;lung;lung_NSCLC_adenocarcinoma;LXF-289_Lung_753592;LUAD
5500994175999120813240_C05.cel;4;M059J;nervous_system;glioma;M059J_central_nervous_system_949094;GBM
5500994175999120813240_C05.cel;4;M059J;nervous_system;glioma;M059J_central_nervous_system_949094;GBM
5500994172383112813928_B01.cel;4;MDA-MB-231;breast;breast;MDA-MB-231_Breast_905960;BRCA
5500994172383112813928_B01.cel;4;MDA-MB-231;breast;breast;MDA-MB-231_Breast_905960;BRCA
5500994158987071513207_A03.cel;4;MDST8;digestive_system;large_intestine;MDST8_Intestine_1240173;COREAD
5500994158987071513207_A03.cel;4;MDST8;digestive_system;large_intestine;MDST8_Intestine_1240173;COREAD
5500994158987071513202_C11.cel;4;MFH-ino;soft_tissue;soft_tissue_other;MFH-ino_Misc_925343;UNCLASSIFIED
5500994158987071513202_C11.cel;4;MFH-ino;soft_tissue;soft_tissue_other;MFH-ino_Misc_925343;UNCLASSIFIED
5500994158987071513207_D02.cel;4;MG-63;bone;osteosarcoma;MG-63_Bone_908131;UNCLASSIFIED
5500994158987071513207_D02.cel;4;MG-63;bone;osteosarcoma;MG-63_Bone_908131;UNCLASSIFIED
5500994158987071513207_D01.cel;4;ML-1;thyroid;thyroid;ML-1_Thyroid_1240178;THCA
5500994172948120113978_E09.cel;4;MOG-G-CCM;nervous_system;glioma;MOG-G-CCM_central_nervous_system_908144;LGG
5500994172948120113978_E09.cel;4;MOG-G-CCM;nervous_system;glioma;MOG-G-CCM_central_nervous_system_908144;LGG
5500994175999120813240_H05.cel;4;MOG-G-UVW;nervous_system;glioma;MOG-G-UVW_central_nervous_system_908145;LGG
5500994175999120813240_H05.cel;4;MOG-G-UVW;nervous_system;glioma;MOG-G-UVW_central_nervous_system_908145;LGG
5500994157493061613625_H05.cel;4;MPP-89;lung;mesothelioma;MPP-89_Lung_908150;MESO
5500994157493061613625_H05.cel;4;MPP-89;lung;mesothelioma;MPP-89_Lung_908150;MESO
5500994175999120813240_D03.cel;4;MSTO-211H;lung;mesothelioma;MSTO-211H_pleura_908152;MESO
5500994175999120813240_D03.cel;4;MSTO-211H;lung;mesothelioma;MSTO-211H_pleura_908152;MESO
5500994175999120813240_E03.cel;4;NCC010;kidney;kidney;NCC010_Kidney_1509073;KIRC
5500994175999120813240_E03.cel;4;NCC010;kidney;kidney;NCC010_Kidney_1509073;KIRC
5500994172383112813930_D07.cel;4;NCC021;kidney;kidney;NCC021_0_1509074;KIRC
5500994158987071513201_E09.cel;4;NCI-H1651;lung;lung_NSCLC_adenocarcinoma;NCI-H1651_Lung:NSCLC_910900;LUAD
5500994158987071513201_E09.cel;4;NCI-H1651;lung;lung_NSCLC_adenocarcinoma;NCI-H1651_Lung:NSCLC_910900;LUAD
5500994158987071513201_C08.cel;4;NCI-H1755;lung;lung_NSCLC_adenocarcinoma;NCI-H1755_Lung:NSCLC_908475;LUAD
5500994158987071513201_C08.cel;4;NCI-H1755;lung;lung_NSCLC_adenocarcinoma;NCI-H1755_Lung:NSCLC_908475;LUAD
5500994158987071513201_A07.cel;4;NCI-H1792;lung;lung_NSCLC_adenocarcinoma;NCI-H1792_Lung:NSCLC_724868;LUAD
5500994158987071513201_A07.cel;4;NCI-H1792;lung;lung_NSCLC_adenocarcinoma;NCI-H1792_Lung:NSCLC_724868;LUAD
5500994172383112813930_B11.cel;4;NCI-H196;lung;lung_small_cell_carcinoma;NCI-H196_Lung_1240186;SCLC
5500994172383112813930_B11.cel;4;NCI-H196;lung;lung_small_cell_carcinoma;NCI-H196_Lung_1240186;SCLC
5500994157493061613625_D01.cel;4;NCI-H2052;lung;mesothelioma;NCI-H2052_Lung_688058;MESO
5500994157493061613625_D01.cel;4;NCI-H2052;lung;mesothelioma;NCI-H2052_Lung_688058;MESO
5500994157493061613625_E02.cel;4;NCI-H2228;lung;lung_NSCLC_adenocarcinoma;NCI-H2228_Lung_687816;LUAD
5500994157493061613625_E02.cel;4;NCI-H2228;lung;lung_NSCLC_adenocarcinoma;NCI-H2228_Lung_687816;LUAD
5500994175999120813240_G08.cel;4;NCI-H226;lung;lung_NSCLC_squamous_cell_carcinoma;NCI-H226_pleura_905941;LUSC
5500994175999120813240_G08.cel;4;NCI-H226;lung;lung_NSCLC_squamous_cell_carcinoma;NCI-H226_pleura_905941;LUSC
5500994157493061613625_F03.cel;4;NCI-H2452;lung;mesothelioma;NCI-H2452_Lung_908462;MESO
5500994157493061613625_F03.cel;4;NCI-H2452;lung;mesothelioma;NCI-H2452_Lung_908462;MESO
5500994157493061613625_D04.cel;4;NCI-H28;lung;mesothelioma;NCI-H28_Lung_908470;MESO
5500994157493061613625_D04.cel;4;NCI-H28;lung;mesothelioma;NCI-H28_Lung_908470;MESO
5500994172383112813930_G04.cel;4;NCI-H596;lung;lung_NSCLC_adenocarcinoma;NCI-H596_Lung:NSCLC_908459;UNCLASSIFIED
5500994172383112813930_G04.cel;4;NCI-H596;lung;lung_NSCLC_adenocarcinoma;NCI-H596_Lung:NSCLC_908459;UNCLASSIFIED
5500994172383112813930_H05.cel;4;NCI-H647;lung;lung_NSCLC_not_specified;NCI-H647_Lung_1240191;UNCLASSIFIED
5500994172383112813930_A09.cel;4;NMC-G1;nervous_system;glioma;NMC-G1_CNS_908449;LGG
5500994172383112813930_D08.cel;4;NY;bone;osteosarcoma;NY_Bone_910849;UNCLASSIFIED
5500994172383112813930_D08.cel;4;NY;bone;osteosarcoma;NY_Bone_910849;UNCLASSIFIED
5500994158987071513201_H11.cel;4;OS-RC-2;kidney;kidney;OS-RC-2_Kidney_909250;KIRC
5500994158987071513201_H11.cel;4;OS-RC-2;kidney;kidney;OS-RC-2_Kidney_909250;KIRC
5500994175999120813240_F04.cel;4;OV-56;urogenital_system;ovary;OV-56_ovary_1480362;OV
5500994175999120813240_F04.cel;4;OV-56;urogenital_system;ovary;OV-56_ovary_1480362;OV
5500994172948120113978_G10.cel;4;OV-7;urogenital_system;ovary;OV-7_Ovary_1480360;OV
5500994158987071513201_F05.cel;4;PCI-30;aero_digestive_tract;head_and_neck;PCI-30_Head & Neck_1298529;HNSC
5500994158987071513201_F05.cel;4;PCI-30;aero_digestive_tract;head_and_neck;PCI-30_Head & Neck_1298529;HNSC
5500994158987071513201_D01.cel;4;RCC-AB;kidney;kidney;RCC-AB_Kidney_1524418;KIRC
5500994173212120213068_H06.cel;4;RCC-ER;kidney;kidney;RCC-ER_Kidney_1524417;KIRC
5500994173212120213068_E04.cel;4;RCC-FG2;kidney;kidney;RCC-FG2_Kidney_1524414;KIRC
5500994175999120813240_A09.cel;4;RCC-JF;kidney;kidney;RCC-JF_kidney_1524415;KIRC
5500994158987071513201_B02.cel;4;RCC-JW;kidney;kidney;RCC-JW_Kidney_1524416;KIRC
5500994158987071513201_B02.cel;4;RCC-JW;kidney;kidney;RCC-JW_Kidney_1524416;KIRC
5500994173212120213068_A07.cel;4;RCC10RGB;kidney;kidney;RCC10RGB_Kidney_909974;KIRC
5500994173212120213068_A07.cel;4;RCC10RGB;kidney;kidney;RCC10RGB_Kidney_909974;KIRC
5500994158987071513201_E10.cel;4;RKN;urogenital_system;ovary;RKN_Ovary_1298539;UNCLASSIFIED
5500994158987071513201_E10.cel;4;RKN;urogenital_system;ovary;RKN_Ovary_1298539;UNCLASSIFIED
5500994158987071513201_F03.cel;4;RO82-W-1;thyroid;thyroid;RO82-W-1_Thyroid_930083;THCA
5500994158987071513201_F03.cel;4;RO82-W-1;thyroid;thyroid;RO82-W-1_Thyroid_930083;THCA
5500994157493061613625_E05.cel;4;RPMI-7951;skin;melanoma;RPMI-7951_Skin_910903;SKCM
5500994157493061613625_E05.cel;4;RPMI-7951;skin;melanoma;RPMI-7951_Skin_910903;SKCM
5500994158987071513201_C10.cel;4;RXF393;kidney;kidney;RXF393_Kidney_905978;KIRC
5500994158987071513201_C10.cel;4;RXF393;kidney;kidney;RXF393_Kidney_905978;KIRC
5500994172383112813930_H12.cel;4;SF126;nervous_system;glioma;SF126_CNS_909712;GBM
5500994172383112813930_G12.cel;4;SF268;nervous_system;glioma;SF268_CNS_905986;GBM
5500994172383112813930_G12.cel;4;SF268;nervous_system;glioma;SF268_CNS_905986;GBM
5500994173212120213068_B03.cel;4;SF295;nervous_system;glioma;SF295_Brain_905985;GBM
5500994172383112813928_A02.cel;4;SF539;nervous_system;glioma;SF539_CNS_905984;LGG
5500994172383112813928_A02.cel;4;SF539;nervous_system;glioma;SF539_CNS_905984;LGG
5500994175999120813240_D11.cel;4;SJSA-1;bone;bone_other;SJSA-1_bone_909717;UNCLASSIFIED
5500994175999120813240_D11.cel;4;SJSA-1;bone;bone_other;SJSA-1_bone_909717;UNCLASSIFIED
5500994158987071513207_C11.cel;4;SK-HEP-1;digestive_system;liver;SK-HLiver_909719;LIHC
5500994158987071513207_C11.cel;4;SK-HEP-1;digestive_system;liver;SK-HLiver_909719;LIHC
5500994172383112813928_A06.cel;4;SK-LMS-1;soft_tissue;soft_tissue_other;SK-LMS-1_Misc_909720;UNCLASSIFIED
5500994172383112813928_A06.cel;4;SK-LMS-1;soft_tissue;soft_tissue_other;SK-LMS-1_Misc_909720;UNCLASSIFIED
5500994172383112813928_F04.cel;4;SK-LU-1;lung;lung_NSCLC_adenocarcinoma;SK-LU-1_Lung:NSCLC_909721;LUAD
