Array;ClustGroup;Cell_line;Tissue;Tissue sub-type;Cell_line_Tissue;TCGA
5500994158987071513207_E03.cel;8;U-266;blood;myeloma;U-266_Blood_753615;MM
5500994158987071513207_E03.cel;8;U-266;blood;myeloma;U-266_Blood_753615;MM
5500994158987071513207_B04.cel;8;U-698-M;blood;B_cell_leukemia;U-698-M_Blood_909777;UNCLASSIFIED
5500994158987071513207_B04.cel;8;U-698-M;blood;B_cell_leukemia;U-698-M_Blood_909777;UNCLASSIFIED
5500994158987071513207_E04.cel;8;VAL;blood;B_cell_lymphoma;VAL_Blood_1331048;DLBC
5500994158987071513207_E04.cel;8;VAL;blood;B_cell_lymphoma;VAL_Blood_1331048;DLBC
5500994158987071513207_F05.cel;8;WIL2-NS;blood;lymphoid_neoplasm_other;WIL2-NS_Blood_1331049;UNCLASSIFIED
5500994158987071513207_F05.cel;8;WIL2-NS;blood;lymphoid_neoplasm_other;WIL2-NS_Blood_1331049;UNCLASSIFIED
5500994158987071513207_G05.cel;8;WSU-DLCL2;blood;B_cell_lymphoma;WSU-DLCL2_Blood_1331050;DLBC
5500994158987071513207_G05.cel;8;WSU-DLCL2;blood;B_cell_lymphoma;WSU-DLCL2_Blood_1331050;DLBC
5500994158987071513207_D05.cel;8;WSU-NHL;blood;lymphoid_neoplasm_other;WSU-NHL_Blood_909785;UNCLASSIFIED
5500994158987071513207_D05.cel;8;WSU-NHL;blood;lymphoid_neoplasm_other;WSU-NHL_Blood_909785;UNCLASSIFIED
5500994172948120113978_H09.cel;8;YT;blood;lymphoid_neoplasm_other;YT_haematopoietic_and_lymphoid_tissue_946358;ALL
5500994172948120113978_H09.cel;8;YT;blood;lymphoid_neoplasm_other;YT_haematopoietic_and_lymphoid_tissue_946358;ALL
